region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type,spl,spr,pg,estimate_type
Sub-Saharan Africa,SSA,Madagascar,MDG,1993,national,EPM,national,1993.3,consumption,1,1993,2.15,0.732507085,0.330605192,0.187799351,0.518997419,2.104276928,1.441359466,0.357116441,0.452076665,0.341242657,0.020407241,0.034489943,0.044004581,0.053597692,0.063327295,0.074801923,0.087723076,0.108626859,0.143052135,0.369969255,0.079634933,962.9595947,13144906.3,482.6417828,361.5315485,FALSE,micro,survey,2.15,0.732507085,21.9893916,
Sub-Saharan Africa,SSA,Madagascar,MDG,1997,national,EPM,national,1997,consumption,2,1997 - 1999,2.15,0.69370303,0.307440938,0.172008991,0.47599991,2.013103767,1.540269188,0.264526379,0.394327413,0.341064627,0.023592854,0.037565208,0.047660755,0.058756199,0.070159858,0.08319255,0.098402715,0.120966386,0.158903937,0.300799539,0.184811719,962.9595947,14778903,457.7743233,343.8970741,FALSE,micro,survey,2.15,0.69370303,20.60340506,
Sub-Saharan Africa,SSA,Madagascar,MDG,1999,national,EPM,national,1999,consumption,2,1997 - 1999,2.15,0.668674623,0.296431152,0.164092154,0.453176679,2.053750389,1.561575053,0.249338672,0.385832883,0.360592965,0.02499477,0.038128317,0.04782424,0.058444327,0.069452895,0.083758977,0.100890344,0.125049482,0.16244427,0.289012378,0.212235946,962.9595947,15730885,467.9191932,356.8588183,FALSE,micro,survey,2.15,0.668674623,19.69773197,
Sub-Saharan Africa,SSA,Madagascar,MDG,2001,national,EPM,national,2001,consumption,3,2001 - 2012,2.15,0.709963965,0.361164035,0.219817434,0.588190398,2.0864149,1.321340136,0.380131543,0.474171918,0.457581407,0.01923403,0.0296724,0.038547668,0.046290247,0.057043994,0.070338088,0.088496714,0.115324935,0.168820305,0.366231617,0.25348272,962.9595947,16709665,487.6611025,350.6455278,FALSE,micro,survey,2.15,0.709963965,23.71463511,
Sub-Saharan Africa,SSA,Madagascar,MDG,2005,national,EPM,national,2005,consumption,3,2001 - 2012,2.15,0.742213646,0.328566635,0.177654533,0.49406215,1.946759223,1.408842854,0.266430751,0.399282381,0.319441503,0.027008005,0.040329123,0.049982289,0.057807585,0.067543631,0.07797074,0.091914952,0.112596968,0.150570903,0.324275804,0.391525491,962.9595947,18792171,459.7749826,360.6350049,FALSE,micro,survey,2.15,0.742213646,20.53925993,
Sub-Saharan Africa,SSA,Madagascar,MDG,2010,national,EPM,national,2010,consumption,3,2001 - 2012,2.15,0.801547294,0.402315603,0.238766646,0.642034828,1.694088878,1.182738485,0.300660174,0.423801817,0.344550025,0.024418744,0.03720058,0.046448436,0.05512891,0.064777736,0.075603324,0.089662964,0.111665292,0.152284633,0.342809382,0.62223489,962.9595947,21731053,456.7292071,338.4383649,FALSE,micro,survey,2.15,0.801547294,24.9874422,
Sub-Saharan Africa,SSA,Madagascar,MDG,2012,national,ENSOMD,national,2012.73,consumption,3,2001 - 2012,2.15,0.807300579,0.425351104,0.262701083,0.701738756,1.591752244,1.118723779,0.303365422,0.425512592,0.36632527,0.022232982,0.035669539,0.045545917,0.054654556,0.064786969,0.076481633,0.091609691,0.115198356,0.159226042,0.334594315,0.75079414,962.9595947,23420178.09,452.2050084,337.5683321,FALSE,micro,survey,2.15,0.807300579,27.32304035,
South Asia,SAS,Maldives,MDV,2002,national,HIES,national,2002.5,consumption,0,2002,2.15,0.066081804,0.015002102,0.004753474,0.018311884,7.056232566,5.073288393,0.300817937,0.413120268,0.288561552,0.026768386,0.041023921,0.050010228,0.057273723,0.066872129,0.076724089,0.088771883,0.105411393,0.138891893,0.348252355,0.542942013,9.793554306,294755,7008.447486,,FALSE,micro,survey,3.686644196,0.285255805,5.746129978,
South Asia,SAS,Maldives,MDV,2009,national,HIES,national,2009.5,consumption,1,2009,2.15,0.03772896,0.007921448,0.002327617,0.009465431,8.724323014,6.798876941,0.250290502,0.383727638,0.321022287,0.025244946,0.038421237,0.049533733,0.060636268,0.072311566,0.084843131,0.100379669,0.118228919,0.151018902,0.299381628,0.711663766,9.793554306,355306,8311.345242,,FALSE,micro,survey,4.54943847,0.272039937,4.578213045,
South Asia,SAS,Maldives,MDV,2016,national,HIES,national,2016,consumption,2,2016,2.15,0,0,0,0,19.44672751,16.34764307,0.162296701,0.312856471,0.253928614,0.033701785,0.048987489,0.059441209,0.069302621,0.078779831,0.089912554,0.102097757,0.119447282,0.146611417,0.251718056,0.972597321,9.793554306,454252,9688.248288,,FALSE,micro,survey,9.323821533,0.139056878,1.751232163,
South Asia,SAS,Maldives,MDV,2019,national,HIES,national,2019.6,consumption,3,2019,2.15,0,0,0,0,18.69046708,15.83059972,0.137566141,0.292850913,0.253077162,0.037760193,0.051022506,0.061177829,0.070669064,0.079366034,0.090778481,0.102759102,0.121035375,0.152670474,0.232760941,1.002948919,9.793554306,510466,10888.64457,,FALSE,micro,survey,9.06529986,0.127760069,1.739769777,
Latin America & Caribbean,LAC,Mexico,MEX,1984,national,ENIGH,national,1984,income,0,1984 - 2014,2.15,0.083068126,0.022127927,0.008911163,0.029382667,9.872880166,6.233773287,0.407079243,0.485270124,0.459251253,0.017136915,0.028478561,0.036477508,0.045992844,0.056803533,0.071379182,0.089996127,0.114583576,0.160434335,0.37871742,4.261129832,9.861471176,73489654,8209.843517,5084.577727,FALSE,micro,survey,4.266886643,0.323193268,5.348436752,
Latin America & Caribbean,LAC,Mexico,MEX,1989,national,ENIGH,national,1989,income,0,1984 - 2014,2.15,0.087050626,0.029348492,0.014522782,0.043562896,10.19806538,6.392065176,0.446897352,0.501092682,0.423151246,0.015019418,0.027792361,0.037075575,0.046476964,0.056786218,0.068861591,0.085368205,0.108418448,0.151725079,0.402476142,72.27287767,9.861471176,80233749,7882.12311,5088.148968,FALSE,micro,survey,4.346032588,0.312033433,5.719378696,
Latin America & Caribbean,LAC,Mexico,MEX,1992,national,ENIGH,national,1992,income,0,1984 - 2014,2.15,0.078659561,0.02126647,0.008703439,0.028466355,11.98241734,6.987323262,0.481509022,0.523107482,0.474523903,0.014365811,0.02513585,0.033838989,0.043200392,0.052734877,0.065166432,0.082917271,0.107041638,0.156164802,0.419433939,129.0698721,9.861471176,84993164,8433.337036,5553.293586,FALSE,micro,survey,4.643661631,0.306181108,4.957901627,
Latin America & Caribbean,LAC,Mexico,MEX,1994,national,ENIGH,national,1994,income,0,1984 - 2014,2.15,0.079339939,0.023297236,0.009993989,0.031903396,12.42426671,7.215666651,0.505863607,0.534222465,0.486311916,0.013456821,0.023742677,0.032244026,0.041245759,0.051674073,0.064788177,0.081273726,0.107317727,0.154738021,0.429518993,0.151018548,9.861471176,88314424,8715.733767,5629.256652,FALSE,micro,survey,4.757833326,0.319254259,5.042389327,
Latin America & Caribbean,LAC,Mexico,MEX,1996,national,ENIGH,national,1996,income,0,1984 - 2014,2.15,0.139609385,0.045625244,0.022144374,0.066417508,9.053155768,5.408069233,0.481627428,0.51971495,0.476052169,0.013609743,0.0247088,0.033787282,0.043114946,0.053832262,0.066865767,0.084431385,0.110364527,0.157065954,0.412219334,0.279221962,9.861471176,91586555,8399.342547,5281.384841,FALSE,micro,survey,3.854034617,0.345618763,6.828692184,
Latin America & Caribbean,LAC,Mexico,MEX,1998,national,ENIGH,national,1998,income,0,1984 - 2014,2.15,0.152372685,0.052304919,0.025041565,0.074679624,9.845196163,5.880805355,0.516837092,0.532832992,0.49374294,0.011682586,0.021727607,0.031537448,0.04199875,0.052934818,0.067143619,0.084952135,0.110617148,0.15948363,0.41792226,0.384330769,9.861471176,94767284,9240.007192,5871.543986,FALSE,micro,survey,4.090402677,0.345794474,6.74732514,
Latin America & Caribbean,LAC,Mexico,MEX,2000,national,ENIGH,national,2000,income,0,1984 - 2014,2.15,0.106786489,0.035064791,0.016792581,0.050751994,11.72035182,6.867967461,0.516505655,0.534176779,0.492595195,0.011946309,0.022539636,0.032288148,0.041670871,0.05234498,0.066060102,0.083390956,0.108019441,0.15735502,0.424384536,0.488838883,9.861471176,97873442,9655.602497,6445.172553,FALSE,micro,survey,4.58398373,0.324956108,5.714522249,
Latin America & Caribbean,LAC,Mexico,MEX,2002,national,ENIGH,national,2002,income,0,1984 - 2014,2.15,0.075212465,0.022486428,0.009948231,0.031243324,11.74711333,7.255643803,0.451390803,0.50582962,0.457324022,0.014546011,0.0257076,0.035123416,0.045176304,0.055954203,0.068672029,0.085390209,0.110430128,0.159658021,0.399342079,0.545222821,9.861471176,100917081,9300.117399,6533.649875,FALSE,micro,survey,4.777821902,0.304824668,4.984453629,
Latin America & Caribbean,LAC,Mexico,MEX,2004,national,ENIGH,national,2004,income,0,1984 - 2014,2.15,0.071508162,0.02380433,0.0115343,0.034405681,12.40447554,7.671183755,0.453775902,0.503431114,0.445744753,0.013806595,0.026673985,0.03632767,0.046246232,0.056353906,0.068788498,0.08533323,0.110382706,0.159073865,0.397013313,0.594603733,9.861471176,103945813,9461.923756,6628.683588,FALSE,micro,survey,4.985591878,0.290756262,4.838204238,
Latin America & Caribbean,LAC,Mexico,MEX,2005,national,ENIGH,national,2005,income,0,1984 - 2014,2.15,0.078001707,0.025786224,0.012829594,0.038205643,12.76013004,7.998011285,0.470773341,0.509391021,0.443308845,0.01283657,0.025634406,0.03567815,0.045361386,0.056351656,0.069601433,0.086105711,0.110445425,0.155271603,0.402713661,0.618085374,9.861471176,105442402,9524.742436,6674.671722,FALSE,micro,survey,5.149005643,0.297604108,4.936521941,
Latin America & Caribbean,LAC,Mexico,MEX,2006,national,ENIGH,national,2006,income,0,1984 - 2014,2.15,0.053540765,0.016237632,0.00723583,0.022587132,13.3163932,8.384270788,0.435732081,0.497122819,0.435293696,0.015016316,0.027421522,0.036913467,0.046580587,0.057004171,0.06982342,0.085646433,0.109797162,0.157040505,0.394756417,0.639507332,9.861471176,106886790,9847.512821,6881.110183,FALSE,micro,survey,5.342135394,0.284408787,4.275692777,
Latin America & Caribbean,LAC,Mexico,MEX,2008,national,ENIGH,national,2008,income,0,1984 - 2014,2.15,0.059822812,0.018642754,0.008677955,0.026611709,13.64035464,8.47734611,0.462984078,0.508436575,0.461776267,0.013736229,0.025203929,0.034704107,0.044674998,0.055716502,0.069262133,0.086546014,0.112539474,0.160428071,0.397188542,0.702369044,9.861471176,109684489,9888.139443,6853.821438,FALSE,micro,survey,5.388673055,0.301449905,4.457828072,
Latin America & Caribbean,LAC,Mexico,MEX,2010,national,ENIGH,national,2010,income,0,1984 - 2014,2.15,0.04704363,0.01438245,0.00659013,0.020451961,12.76713416,8.336524797,0.398773849,0.476580033,0.425228295,0.016337972,0.029199218,0.039122357,0.048478839,0.059159302,0.072048185,0.089371459,0.114666404,0.159243559,0.372372706,0.765192879,9.861471176,112532401,9480.135305,6491.494976,FALSE,micro,survey,5.318262398,0.276365868,4.232703435,
Latin America & Caribbean,LAC,Mexico,MEX,2012,national,ENIGH,national,2012,income,0,1984 - 2014,2.15,0.041995993,0.011845062,0.005169697,0.016133558,13.90574089,8.650836256,0.429634032,0.49597253,0.435594928,0.016029323,0.027623085,0.037004843,0.046783799,0.05684986,0.068766292,0.085093127,0.110059808,0.155960489,0.395829375,0.827540951,9.861471176,115755909,9872.29252,6747.38982,FALSE,micro,survey,5.475418128,0.275301806,3.973053208,
Latin America & Caribbean,LAC,Mexico,MEX,2014,national,ENIGH,national,2014,income,0,1984 - 2014,2.15,0.039831142,0.010753894,0.004584662,0.014772293,13.083126,8.223202064,0.414112329,0.489123956,0.415152704,0.017327147,0.029663513,0.038494309,0.047327625,0.057406367,0.069136123,0.084427053,0.108271294,0.153296794,0.394649774,0.891674362,9.861471176,118755887,9947.886024,6879.948933,FALSE,micro,survey,5.261601032,0.269524781,4.055687125,
Latin America & Caribbean,LAC,Mexico,MEX,2016,national,ENIGHNS,national,2016,income,1,2016 - 2022,2.15,0.023163963,0.00567102,0.002181475,0.007472647,14.77023008,9.640643858,0.378627095,0.46912441,0.403383049,0.018735294,0.031104613,0.040310643,0.049714783,0.059764967,0.071820638,0.087885165,0.111534365,0.155356296,0.373773237,0.939693905,9.861471176,121519221,10161.35571,7037.118236,FALSE,micro,survey,5.970321929,0.252492129,3.377511045,
Latin America & Caribbean,LAC,Mexico,MEX,2018,national,ENIGHNS,national,2018,income,1,2016 - 2022,2.15,0.018759747,0.004717905,0.001898634,0.006325696,15.07210839,10.0613066,0.363694637,0.459549096,0.386377776,0.019368682,0.032208019,0.041951637,0.051025173,0.061196106,0.073183706,0.088561415,0.111731288,0.15447734,0.366296635,1.051468928,9.861471176,124013861,10343.35343,7117.00647,FALSE,micro,survey,6.180653302,0.239123015,3.226250747,
Latin America & Caribbean,LAC,Mexico,MEX,2020,national,ENIGHNS,national,2020,income,1,2016 - 2022,2.15,0.021319396,0.005518331,0.002336468,0.007649913,14.35169677,9.877569314,0.342681522,0.445943437,0.383810632,0.019772512,0.03309877,0.042754065,0.052370658,0.062994339,0.075489565,0.091630646,0.114850578,0.156316599,0.350722267,1.128635104,9.861471176,125998302,9273.811,6332.865425,FALSE,micro,survey,6.088784657,0.24684138,3.333256305,
Latin America & Caribbean,LAC,Mexico,MEX,2022,national,ENIGHNS,national,2022,income,1,2016 - 2022,2.15,0.011796793,0.003010257,0.001255159,0.004167964,16.58700257,11.6284779,0.323864879,0.434540287,0.366309361,0.021238582,0.034752343,0.04434896,0.054024481,0.064170069,0.076702936,0.092278645,0.114296179,0.154125623,0.344062182,1.295376823,9.861471176,127504125,10077.38331,7183.020938,FALSE,micro,survey,6.964238952,0.224967151,2.769236134,
East Asia & Pacific,EAP,Marshall Islands,MHL,2019,national,HIES,national,2019.5,consumption,0,2019,2.15,0.008543444,0.001859074,5.29E-04,0.002203693,11.56199523,9.18824648,0.209064048,0.354829429,0.304033608,0.028419302,0.043827987,0.053825984,0.063086457,0.073572634,0.084250096,0.099742926,0.120832783,0.157716454,0.274725376,1.003592655,1.029195206,44070.5,5056.095211,3819.052389,FALSE,micro,survey,5.74412324,0.202562955,3.233229622,
Europe & Central Asia,ECA,North Macedonia,MKD,1998,national,HBS,national,1998,consumption,0,1998,2.15,0.01136,6.94E-04,5.69E-05,7.25E-04,8.57068308,7.694531933,0.133215449,0.281285783,0.230344768,0.03367772,0.051021598,0.063742207,0.074535226,0.084683827,0.09512449,0.106943842,0.122101439,0.146112092,0.222057559,0.684525889,22.16674995,2007523,3038.139834,2181.062984,FALSE,group,survey,4.997265967,0.20366,3.827278468,
Europe & Central Asia,ECA,North Macedonia,MKD,2000,national,HBS,national,2000,consumption,1,2000 - 2008,2.15,0.052176626,0.011518398,0.004171513,0.014889252,7.58767259,6.46883906,0.204010136,0.342638721,0.294084002,0.026298463,0.039632998,0.055083429,0.067159386,0.079525363,0.0916154,0.109600833,0.122397811,0.150000396,0.258685921,0.720419784,22.16674995,2026350,3283.379341,2352.126832,FALSE,micro,survey,4.38441953,0.274289984,5.010922589,
Europe & Central Asia,ECA,North Macedonia,MKD,2002,national,HBS,national,2002,consumption,1,2000 - 2008,2.15,0.014565548,0.003540526,0.001342926,0.004549737,12.62821196,9.938890542,0.253590123,0.385090683,0.336541828,0.02378737,0.037529958,0.048584366,0.059446147,0.071936923,0.08547852,0.100806592,0.123178266,0.158894118,0.290357741,0.775415326,22.16674995,2020157,3240.110645,2331.807963,FALSE,micro,survey,6.119445271,0.248594985,3.265137498,
Europe & Central Asia,ECA,North Macedonia,MKD,2003,national,HBS,national,2003,consumption,1,2000 - 2008,2.15,0.012436887,0.002762422,9.59E-04,0.003674023,12.34403088,9.595175271,0.25482759,0.387223932,0.340005919,0.024014119,0.037174168,0.048876301,0.059292423,0.071050861,0.084899221,0.100664584,0.121299681,0.159196807,0.293531835,0.782049476,22.16674995,2026773,3301.313619,2428.593747,FALSE,micro,survey,5.947587636,0.241940298,3.339955448,
Europe & Central Asia,ECA,North Macedonia,MKD,2004,national,HBS,national,2004,consumption,1,2000 - 2008,2.15,0.007659341,0.001927533,6.24E-04,0.00237617,15.42147997,12.22609285,0.254308493,0.384325517,0.333697569,0.023806035,0.037488999,0.048566791,0.059664575,0.072242327,0.085941914,0.102080733,0.123088574,0.157278298,0.289841755,0.778540799,22.16674995,2032544,3445.808437,2603.125135,FALSE,micro,survey,7.263046427,0.236377522,2.671238768,
Europe & Central Asia,ECA,North Macedonia,MKD,2005,national,HBS,national,2005,consumption,1,2000 - 2008,2.15,0.0149612,0.004013822,0.00156999,0.005215843,13.2917025,10.15549779,0.266217202,0.393052501,0.366706944,0.022213494,0.035747807,0.047066049,0.05842489,0.070057052,0.084107992,0.102088324,0.126767271,0.164707328,0.288819792,0.782632157,22.16674995,2036855,3600.953905,2783.97074,FALSE,micro,survey,6.227748894,0.250420679,3.215305917,
Europe & Central Asia,ECA,North Macedonia,MKD,2006,national,HBS,national,2006,consumption,1,2000 - 2008,2.15,0.028410088,0.006153079,0.001936365,0.007509995,13.70188392,9.858761882,0.316640376,0.426425032,0.380385491,0.019129572,0.033159856,0.045131122,0.054855802,0.06621891,0.078836726,0.095678803,0.120566071,0.164942156,0.321480982,0.807783073,22.16674995,2040228,3779.676727,2882.796273,FALSE,micro,survey,6.079380941,0.238669348,3.380689312,
Europe & Central Asia,ECA,North Macedonia,MKD,2008,national,HBS,national,2008,consumption,1,2000 - 2008,2.15,0.006365959,0.001472757,7.49E-04,0.002339231,18.35916193,11.97173976,0.362054022,0.461413286,0.435783856,0.019353231,0.030929057,0.039968407,0.048721579,0.059293039,0.072642664,0.090335495,0.116502324,0.166770735,0.35548347,0.894791498,22.16674995,2046898,4230.73499,3240.173765,FALSE,micro,survey,7.13586988,0.237877166,2.678100229,
Europe & Central Asia,ECA,North Macedonia,MKD,2009,national,SILC-C,national,2009,income,2,2009 - 2019,2.15,0.097676713,0.042926698,0.025785021,0.069830274,10.45837805,8.222776968,0.363593164,0.427606077,0.369408359,0.011751459,0.029313509,0.043375528,0.058149141,0.071039833,0.084911566,0.102048806,0.128149708,0.16404391,0.307216541,0.888173375,22.16674995,2050671,4207.806792,3127.319945,FALSE,micro,survey,5.261388484,0.299661964,5.851439748,
Europe & Central Asia,ECA,North Macedonia,MKD,2010,national,SILC-C,national,2010,income,2,2009 - 2019,2.15,0.104482269,0.057015562,0.040710047,0.112314873,10.4594459,8.842160038,0.368045765,0.400628112,0.362970026,0.008886384,0.029106765,0.047072828,0.061472418,0.07684015,0.092449997,0.11039846,0.133980026,0.169182209,0.270610763,0.901584541,22.16674995,2055004,4339.966334,3238.559287,FALSE,micro,survey,5.571080019,0.288505521,7.801618317,
Europe & Central Asia,ECA,North Macedonia,MKD,2011,national,SILC-C,national,2011,income,2,2009 - 2019,2.15,0.090870746,0.041040798,0.024334391,0.067274594,10.80576227,8.812335763,0.320066977,0.393602644,0.371809284,0.011869849,0.031974252,0.047738339,0.060989761,0.074882265,0.090535463,0.110312845,0.133382916,0.169702868,0.268611442,0.936789206,22.16674995,2058539,4433.889462,3059.730801,FALSE,micro,survey,5.556167882,0.274598919,5.567907955,
Europe & Central Asia,ECA,North Macedonia,MKD,2012,national,SILC-C,national,2012,income,2,2009 - 2019,2.15,0.069127918,0.029090793,0.016215289,0.045759309,10.8671183,9.143415011,0.287120405,0.381321445,0.350219342,0.015040275,0.034154073,0.049179627,0.062189046,0.075200034,0.091852928,0.110150892,0.131223483,0.165908954,0.265100688,0.967853674,22.16674995,2061044,4408.298421,3092.649836,FALSE,micro,survey,5.721707506,0.267580717,4.858489283,
Europe & Central Asia,ECA,North Macedonia,MKD,2013,national,SILC-C,national,2013,income,2,2009 - 2019,2.15,0.052256985,0.018374388,0.00932772,0.027532944,10.87009084,9.162788665,0.248081314,0.362389781,0.335311224,0.018533383,0.037850454,0.051585388,0.064146815,0.076062472,0.092195839,0.109318134,0.13219983,0.164317336,0.253790349,0.99480835,22.16674995,2064032,4530.684146,3145.64888,FALSE,micro,survey,5.731394333,0.261697056,4.247651772,
Europe & Central Asia,ECA,North Macedonia,MKD,2014,national,SILC-C,national,2014,income,2,2009 - 2019,2.15,0.045167345,0.019491812,0.011275697,0.031598619,11.57501393,9.905079358,0.242412518,0.352015043,0.320539165,0.018537012,0.03925585,0.052942117,0.066160353,0.079116638,0.093118293,0.110896062,0.131370719,0.160326534,0.248276422,0.992005962,22.16674995,2067471,4687.298498,3209.095671,FALSE,micro,survey,6.102539679,0.244226029,4.158283778,
Europe & Central Asia,ECA,North Macedonia,MKD,2015,national,SILC-C,national,2015,income,2,2009 - 2019,2.15,0.055025375,0.021480127,0.011988299,0.034030295,12.07837402,10.41391673,0.252621304,0.355904583,0.320626306,0.016631382,0.039191456,0.052395783,0.064963457,0.0797991,0.09407068,0.110653145,0.131729631,0.162719883,0.247845483,0.989030717,22.16674995,2070226,4861.55616,3346.817604,FALSE,micro,survey,6.356958366,0.259510453,4.133059753,
Europe & Central Asia,ECA,North Macedonia,MKD,2016,national,SILC-C,national,2016,income,2,2009 - 2019,2.15,0.042366356,0.016984584,0.009338534,0.026292581,12.8030832,11.36879191,0.239109282,0.345344889,0.303730363,0.017685373,0.037837678,0.053691789,0.068121061,0.082621556,0.096736741,0.112091723,0.131314115,0.159232949,0.240667013,0.986664085,22.16674995,2072490,4994.561201,3472.83163,FALSE,micro,survey,6.834395955,0.249492276,3.707565106,
Europe & Central Asia,ECA,North Macedonia,MKD,2017,national,SILC-C,national,2017,income,2,2009 - 2019,2.15,0.044940065,0.018316269,0.010533371,0.029347385,13.33062922,12.01354953,0.240101976,0.341988483,0.29606126,0.017063541,0.03961114,0.05426697,0.068611758,0.082896417,0.096400423,0.112323933,0.132056672,0.159350446,0.2374187,1,22.16674995,2074502,5043.694519,3541.876984,FALSE,micro,survey,7.156774764,0.244697955,3.703259642,
Europe & Central Asia,ECA,North Macedonia,MKD,2018,national,SILC-C,national,2018,income,2,2009 - 2019,2.15,0.033985563,0.012146103,0.005962704,0.017582232,13.6853749,12.40124402,0.21322392,0.329604438,0.295488852,0.020151129,0.040977088,0.055309499,0.068667487,0.083270162,0.097824758,0.113565915,0.132484511,0.158345955,0.229403495,1.014583133,22.16674995,2076217,5184.696805,3669.945481,FALSE,micro,survey,7.35062201,0.241417134,3.189582548,
Europe & Central Asia,ECA,North Macedonia,MKD,2019,national,SILC-C,national,2019,income,2,2009 - 2019,2.15,0.026633504,0.010815394,0.00571743,0.016230365,14.94911497,13.47555167,0.22308327,0.335058227,0.305244346,0.01878021,0.039439401,0.054582308,0.068493238,0.082435039,0.097638485,0.114326319,0.134054763,0.161307125,0.228943112,1.022359327,22.16674995,2076694,5386.20275,3806.546363,FALSE,micro,survey,7.887775836,0.233265602,3.022399031,
Sub-Saharan Africa,SSA,Mali,MLI,1994,national,EMCES,national,1994,consumption,0,1994,2.15,0.844957193,0.512351071,0.352756292,0.924270126,1.426213444,0.837831488,0.424252428,0.501575776,0.466866818,0.019342906,0.028488464,0.035843369,0.043802394,0.053279929,0.065441889,0.083145999,0.109671545,0.157395402,0.403588103,0.562431183,205.2733917,9711797,500.638059,399.1968039,FALSE,micro,survey,2.15,0.844957193,35.72453504,
Sub-Saharan Africa,SSA,Mali,MLI,2001,national,EMEP,national,2001.08,consumption,1,2001,2.15,0.571522404,0.223531048,0.112826491,0.324146108,2.594093849,1.876831717,0.265064253,0.398666889,0.374929501,0.024978548,0.037863717,0.0463998,0.056666155,0.067087749,0.079791566,0.098180596,0.124065355,0.164779061,0.300187452,0.731898793,205.2733917,11613330.88,623.2663744,418.9758253,FALSE,micro,survey,2.15,0.571522404,15.85255559,
Sub-Saharan Africa,SSA,Mali,MLI,2006,national,ELIM,national,2006.25,consumption,2,2006 - 2009,2.15,0.496761616,0.170584331,0.081051468,0.240922311,2.917057068,2.161399086,0.252290847,0.389292198,0.337967706,0.025230033,0.039261624,0.049655862,0.059474609,0.069508669,0.07982586,0.09619569,0.119684334,0.15897964,0.302183678,0.793565636,205.2733917,13737883.75,675.1889495,438.5550965,FALSE,micro,survey,2.230699543,0.523630163,13.77027325,
Sub-Saharan Africa,SSA,Mali,MLI,2009,national,ELIM,national,2009.89,consumption,2,2006 - 2009,2.15,0.481721414,0.146539091,0.061192351,0.195420341,2.762460276,2.210796251,0.177449216,0.330345208,0.2976404,0.033257035,0.046512895,0.055678578,0.065082137,0.074759065,0.086777657,0.102262171,0.122705236,0.15619541,0.256769817,0.906084213,205.2733917,15474560.94,695.3944865,480.4097478,FALSE,micro,survey,2.255398126,0.510609621,12.73423413,
Sub-Saharan Africa,SSA,Mali,MLI,2018,national,EHCVM,national,2018.57,consumption,3,2018 - 2021,2.15,0.152188069,0.030283506,0.009509916,0.036973239,4.926420606,3.768479032,0.20943423,0.359633588,0.32416428,0.031548814,0.043520514,0.051796114,0.060667389,0.070676974,0.083051163,0.099201127,0.12142084,0.157178664,0.280938401,1.020443112,205.2733917,20295179.82,767.5715955,581.2855109,FALSE,micro,survey,3.034239516,0.360017438,7.456656972,
Sub-Saharan Africa,SSA,Mali,MLI,2021,national,EHCVM,national,2021.57,consumption,3,2018 - 2021,2.15,0.208492554,0.045272514,0.014389277,0.055269251,4.359941973,3.348810458,0.205207363,0.356535942,0.308611784,0.03229688,0.044038533,0.053398255,0.061699385,0.071098281,0.082519046,0.097363891,0.118824334,0.155397264,0.283364132,1.065448274,205.2733917,22297488.99,744.7604273,576.3101732,FALSE,micro,survey,2.824405229,0.385490993,8.319256346,
Other High Income Countries,OHI,Malta,MLT,2006,national,EU-SILC,national,2006,income,0,2006 - 2020,2.15,0.005119586,0.001801565,9.72E-04,0.002868135,34.66970112,30.93484345,0.139993721,0.280199761,0.233840163,0.034124668,0.051793565,0.063543744,0.07427222,0.084069286,0.094819948,0.10777857,0.122720806,0.146463971,0.220413223,0.35565113,0.628057837,405308,18521.63838,,FALSE,micro,survey,16.61742172,0.117965119,1.058802437,
Other High Income Countries,OHI,Malta,MLT,2007,national,EU-SILC,national,2007,income,0,2006 - 2020,2.15,0.004103244,0.002246575,0.001438326,0.003867549,37.78858946,33.49298889,0.15451369,0.292077362,0.246606721,0.032205321,0.050369054,0.06199716,0.072038902,0.082775653,0.09450861,0.107292199,0.123757726,0.148834286,0.226221089,0.360093984,0.628057837,406724,19338.43062,,FALSE,micro,survey,17.89649444,0.123669594,1.037305988,
Other High Income Countries,OHI,Malta,MLT,2008,national,EU-SILC,national,2008,income,0,2006 - 2020,2.15,0.001090115,6.33E-04,4.17E-04,0.001117945,38.76951179,33.96013087,0.142870321,0.289955066,0.249676718,0.034955113,0.049871881,0.061713826,0.072001528,0.081911499,0.093259874,0.106234512,0.124771128,0.150626241,0.224654399,0.874514347,0.628057837,409379,19948.17139,,FALSE,micro,survey,18.13006543,0.12304829,0.900052875,
Other High Income Countries,OHI,Malta,MLT,2009,national,EU-SILC,national,2009,income,0,2006 - 2020,2.15,0.004304454,0.002064488,0.001380602,0.003729901,38.02578476,32.86958744,0.161970624,0.302444554,0.251051527,0.032501871,0.049416967,0.060877302,0.070778191,0.080990395,0.09238999,0.104476827,0.122398252,0.148586349,0.237583856,0.892742136,0.628057837,412477,19573.85799,,FALSE,micro,survey,17.58479372,0.126316714,1.039198206,
